time	X11	X12	X13	X14	X21	X22	X31	X32	X33	Y1	Y2	Y3
2430	12.2	364.5432	0.0	717.47262	364.5432	0.0	364.5432	0.0	717.47262	12.401319	37.191918	12.2
2440	12.2	294.72026	0.0	713.98855	294.72026	0.0	294.72026	0.0	713.98855	12.405539	37.14024	12.2
2450	12.2	250.31393	0.0	752.14095	250.31393	0.0	250.31393	0.0	752.14095	12.374575	37.098695	12.2
2460	12.2	233.82857	0.0	845.59903	233.82857	0.0	233.82857	0.0	845.59903	12.296275	37.061514	12.2
2470	12.2	234.15084	0.0	855.76455	234.15084	0.0	234.15084	0.0	855.76455	12.286518	37.025514	12.2
2480	12.2	235.9191	0.0	822.03532	235.9191	0.0	235.9191	0.0	822.03532	12.313659	36.989189	12.2
2490	12.2	236.58275	0.0	775.42407	236.58275	0.0	236.58275	0.0	775.42407	12.35274	36.95269	12.2
2500	12.2	263.17029	0.0	758.78495	263.17029	0.0	263.17029	0.0	758.78495	12.367831	36.914357	12.2
2510	12.2	279.7546	0.0	714.91455	279.7546	0.0	279.7546	0.0	714.91455	12.405474	36.872222	12.2
2520	12.2	285.90985	0.0	762.48911	285.90985	0.0	285.90985	0.0	762.48911	12.365777	36.828458	12.2
2530	12.2	300.84025	0.0	785.27101	300.84025	0.0	300.84025	0.0	785.27101	12.345651	36.783243	12.2
2540	12.2	309.60381	0.0	762.31138	309.60381	0.0	309.60381	0.0	762.31138	12.363602	36.73599	12.2
2550	12.2	312.85381	0.0	714.7192	312.85381	0.0	312.85381	0.0	714.7192	12.403127	36.687877	12.2
2560	12.2	240.83649	0.0	721.59388	240.83649	0.0	240.83649	0.0	721.59388	12.398435	36.644364	12.2
2570	12.2	195.4351	0.0	738.42426	195.4351	0.0	195.4351	0.0	738.42426	12.197248	36.611231	12.2
2580	12.2	299.70247	0.0	785.07821	299.70247	0.0	299.70247	0.0	785.07821	12.347104	36.569804	12.2
2590	12.2	322.49646	0.0	818.66391	322.49646	0.0	322.49646	0.0	818.66391	12.318207	36.522217	12.2
2600	12.2	339.4463	0.0	808.30282	339.4463	0.0	339.4463	0.0	808.30282	12.32554	36.470887	12.2
2610	12.2	345.7501	0.0	834.7792	345.7501	0.0	345.7501	0.0	834.7792	12.30298	36.41789	12.2
2620	12.2	382.69762	0.0	796.75196	382.69762	0.0	382.69762	0.0	796.75196	12.335432	36.361952	12.2
2630	12.2	405.23273	0.0	800.43798	405.23273	0.0	405.23273	0.0	800.43798	12.333683	36.300822	12.2
2640	12.2	413.59421	0.0	842.4516	413.59421	0.0	413.59421	0.0	842.4516	12.299338	36.237479	12.2
2650	12.2	268.58437	0.0	884.16568	268.58437	0.0	268.58437	0.0	884.16568	12.263972	36.183265	12.2
2660	12.2	300.9763	0.0	899.44865	300.9763	0.0	300.9763	0.0	899.44865	12.249895	36.145999	12.2
2670	12.2	247.38159	0.0	861.04481	247.38159	0.0	247.38159	0.0	861.04481	12.281101	36.104058	12.2
2680	12.2	344.55598	0.0	816.48204	344.55598	0.0	344.55598	0.0	816.48204	12.318668	36.057593	12.2
2690	12.2	282.20368	0.0	806.73169	282.20368	0.0	282.20368	0.0	806.73169	12.32808	36.008176	12.2
2700	12.2	310.70888	0.0	840.75819	310.70888	0.0	310.70888	0.0	840.75819	12.300684	35.962029	12.2
2710	12.2	244.80851	0.0	873.62301	244.80851	0.0	244.80851	0.0	873.62301	12.273046	35.918224	12.2
2720	12.2	200.8292	0.0	889.86512	200.8292	0.0	200.8292	0.0	889.86512	12.19721	35.884349	12.2
2730	12.2	308.44855	0.0	860.89755	308.44855	0.0	308.44855	0.0	860.89755	12.281341	35.848808	12.2
2740	12.2	280.38577	0.0	813.35232	280.38577	0.0	280.38577	0.0	813.35232	12.321028	35.795563	12.2
2750	12.2	300.24637	0.0	790.94231	300.24637	0.0	300.24637	0.0	790.94231	12.340851	35.751811	12.2
2760	12.2	317.1508	0.0	718.33892	317.1508	0.0	317.1508	0.0	718.33892	12.402528	35.703916	12.2
2770	12.2	255.51934	0.0	765.95385	255.51934	0.0	255.51934	0.0	765.95385	12.362974	35.658927	12.2
2780	12.2	215.32341	0.0	794.08262	215.32341	0.0	215.32341	0.0	794.08262	12.33849	35.62306	12.2
2790	12.2	200.3965	0.0	776.8594	200.3965	0.0	200.3965	0.0	776.8594	12.197125	35.591143	12.2
2800	12.2	244.61435	0.0	730.11915	244.61435	0.0	244.61435	0.0	730.11915	12.390234	35.557345	12.2
2810	12.2	273.71909	0.0	686.14171	273.71909	0.0	273.71909	0.0	686.14171	12.4278	35.516956	12.2
2820	12.2	284.52844	0.0	696.91408	284.52844	0.0	284.52844	0.0	696.91408	12.420122	35.473706	12.2
2830	12.2	294.99724	0.0	741.83979	294.99724	0.0	294.99724	0.0	741.83979	12.383171	35.428965	12.2
2840	12.2	300.52499	0.0	779.61386	300.52499	0.0	300.52499	0.0	779.61386	12.350919	35.382904	12.2
2850	12.2	302.5719	0.0	775.507	302.5719	0.0	302.5719	0.0	775.507	12.353019	35.336302	12.2
2860	12.2	268.4737	0.0	732.23228	268.4737	0.0	268.4737	0.0	732.23228	12.388425	35.29184	12.2
2870	12.2	246.92914	0.0	690.72464	246.92914	0.0	246.92914	0.0	690.72464	12.423629	35.252301	12.2
2880	12.2	238.9316	0.0	688.08333	238.9316	0.0	238.9316	0.0	688.08333	12.427149	35.21488	12.2
2890	12.2	261.81874	0.0	726.7367	261.81874	0.0	261.81874	0.0	726.7367	12.39575	35.176505	12.2
2900	12.2	276.90912	0.0	771.14702	276.90912	0.0	276.90912	0.0	771.14702	12.358299	35.134713	12.2
2910	12.2	282.51372	0.0	859.01747	282.51372	0.0	282.51372	0.0	859.01747	12.283786	35.091438	12.2
2920	12.2	260.44541	0.0	824.69992	260.44541	0.0	260.44541	0.0	824.69992	12.311431	35.049237	12.2
2930	12.2	246.0951	0.0	778.27572	246.0951	0.0	246.0951	0.0	778.27572	12.350379	35.010294	12.2
2940	12.2	240.76625	0.0	762.43065	240.76625	0.0	240.76625	0.0	762.43065	12.364818	34.972762	12.2
2950	12.2	262.64565	0.0	791.73258	262.64565	0.0	262.64565	0.0	791.73258	12.341471	34.934148	12.2
2960	12.2	276.85147	0.0	815.34961	276.85147	0.0	276.85147	0.0	815.34961	12.321714	34.892308	12.2
2970	12.2	282.12657	0.0	837.38491	282.12657	0.0	282.12657	0.0	837.38491	12.302198	34.849072	12.2
2980	12.2	226.30417	0.0	813.68865	226.30417	0.0	226.30417	0.0	813.68865	12.320774	34.8092	12.2
2990	12.2	190.85056	0.0	766.04598	190.85056	0.0	190.85056	0.0	766.04598	12.197063	34.777421	12.2
3000	12.2	298.21749	0.0	738.25936	298.21749	0.0	298.21749	0.0	738.25936	12.384571	34.73298	12.2
3010	12.2	311.57882	0.0	761.9144	311.57882	0.0	311.57882	0.0	761.9144	12.366104	34.686206	12.2
3020	12.2	322.04264	0.0	808.73757	322.04264	0.0	322.04264	0.0	808.73757	12.327382	34.637143	12.2
3030	12.2	325.9363	0.0	841.71829	325.9363	0.0	325.9363	0.0	841.71829	12.298972	34.587051	12.2
3040	12.2	272.71065	0.0	830.53452	272.71065	0.0	272.71065	0.0	830.53452	12.306995	34.535082	12.2
3050	12.2	316.85961	0.0	785.46856	316.85961	0.0	316.85961	0.0	785.46856	12.344074	34.489158	12.2
3060	12.2	334.3377	0.0	705.53756	334.3377	0.0	334.3377	0.0	705.53756	12.411465	34.438645	12.2
3070	12.2	269.94417	0.0	710.06302	269.94417	0.0	269.94417	0.0	710.06302	12.409017	34.391182	12.2
3080	12.2	227.96433	0.0	752.47005	227.96433	0.0	227.96433	0.0	752.47005	12.374323	34.353246	12.2
3090	12.2	212.37503	0.0	793.76789	212.37503	0.0	212.37503	0.0	793.76789	12.339284	34.319437	12.2
3100	12.2	236.62615	0.0	795.9875	236.62615	0.0	236.62615	0.0	795.9875	12.336114	34.285135	12.2
3110	12.2	253.29196	0.0	749.54294	253.29196	0.0	253.29196	0.0	749.54294	12.374015	34.247094	12.2
3120	12.2	259.48469	0.0	705.2882	259.48469	0.0	259.48469	0.0	705.2882	12.411348	34.207414	12.2
3130	12.2	197.96731	0.0	696.36602	197.96731	0.0	197.96731	0.0	696.36602	12.198063	34.171414	12.2
3140	12.2	266.61679	0.0	730.97906	266.61679	0.0	266.61679	0.0	730.97906	12.392173	34.129597	12.2
3150	12.2	242.2537	0.0	777.30426	242.2537	0.0	242.2537	0.0	777.30426	12.353296	34.090605	12.2
3160	12.2	302.87043	0.0	835.26205	302.87043	0.0	302.87043	0.0	835.26205	12.303761	34.04932	12.2
3170	12.2	343.13995	0.0	805.62999	343.13995	0.0	343.13995	0.0	805.62999	12.327388	33.998933	12.2
3180	12.2	358.0975	0.0	758.16119	358.0975	0.0	358.0975	0.0	758.16119	12.367033	33.944587	12.2
3190	12.2	341.92823	0.0	736.50017	341.92823	0.0	341.92823	0.0	736.50017	12.386243	33.890237	12.2
3200	12.2	330.38277	0.0	760.56197	330.38277	0.0	330.38277	0.0	760.56197	12.367357	33.838457	12.2
3210	12.2	326.09083	0.0	853.99081	326.09083	0.0	326.09083	0.0	853.99081	12.2896	33.787812	12.2
3220	12.2	354.33235	0.0	881.4352	354.33235	0.0	354.33235	0.0	881.4352	12.265672	33.735584	12.2
3230	12.2	372.4232	0.0	863.42718	372.4232	0.0	372.4232	0.0	863.42718	12.279436	33.679234	12.2
3240	12.2	379.13983	0.0	816.52531	379.13983	0.0	379.13983	0.0	816.52531	12.318236	33.621106	12.2
3250	12.2	271.12943	0.0	783.85096	271.12943	0.0	271.12943	0.0	783.85096	12.346399	33.568844	12.2
3260	12.2	298.3969	0.0	767.59202	298.3969	0.0	298.3969	0.0	767.59202	12.361242	33.524544	12.2
3270	12.2	308.66868	0.0	812.79344	308.66868	0.0	308.66868	0.0	812.79344	12.32404	33.477531	12.2
3280	12.2	312.49442	0.0	850.04585	312.49442	0.0	312.49442	0.0	850.04585	12.292204	33.429512	12.2
3290	12.2	313.9138	0.0	845.09829	313.9138	0.0	313.9138	0.0	845.09829	12.295005	33.381117	12.2
3300	12.2	314.43606	0.0	802.49954	314.43606	0.0	314.43606	0.0	802.49954	12.329869	33.332583	12.2
3310	12.2	321.35078	0.0	757.54007	321.35078	0.0	321.35078	0.0	757.54007	12.36797	33.283547	12.2
3320	12.2	325.63071	0.0	755.74217	325.63071	0.0	325.63071	0.0	755.74217	12.370789	33.233528	12.2
3330	12.2	327.21904	0.0	794.88439	327.21904	0.0	327.21904	0.0	794.88439	12.338964	33.183089	12.2
3340	12.2	292.45291	0.0	838.97939	292.45291	0.0	292.45291	0.0	838.97939	12.301754	33.134869	12.2
3350	12.2	270.53368	0.0	847.48643	270.53368	0.0	270.53368	0.0	847.48643	12.29337	33.09166	12.2
3360	12.2	262.39729	0.0	844.52828	262.39729	0.0	262.39729	0.0	844.52828	12.294901	33.050605	12.2
3370	12.2	271.30276	0.0	798.30715	271.30276	0.0	271.30276	0.0	798.30715	12.333703	33.009546	12.2
3380	12.2	277.65192	0.0	783.26108	277.65192	0.0	277.65192	0.0	783.26108	12.347483	32.967072	12.2
3390	12.2	280.01214	0.0	813.2248	280.01214	0.0	280.01214	0.0	813.2248	12.323571	32.923974	12.2
3400	12.2	226.49662	0.0	860.64981	226.49662	0.0	226.49662	0.0	860.64981	12.283951	32.884298	12.2
3410	12.2	192.76441	0.0	887.05437	192.76441	0.0	192.76441	0.0	887.05437	12.197007	32.852335	12.2
3420	12.2	302.49719	0.0	862.62914	302.49719	0.0	302.49719	0.0	862.62914	12.279977	32.809906	12.2
3430	12.2	330.26612	0.0	814.95091	330.26612	0.0	330.26612	0.0	814.95091	12.319621	32.761493	12.2
3440	12.2	349.64465	0.0	787.85506	349.64465	0.0	349.64465	0.0	787.85506	12.343265	32.708745	12.2
3450	12.2	356.84667	0.0	806.25339	356.84667	0.0	356.84667	0.0	806.25339	12.329171	32.654092	12.2
3460	12.2	275.18844	0.0	777.19408	275.18844	0.0	275.18844	0.0	777.19408	12.35366	32.601938	12.2
3470	12.2	312.67077	0.0	809.55605	312.67077	0.0	312.67077	0.0	809.55605	12.32575	32.556116	12.2
3480	12.2	326.87446	0.0	797.5531	326.87446	0.0	326.87446	0.0	797.5531	12.334461	32.506544	12.2
3490	12.2	319.10052	0.0	752.21724	319.10052	0.0	319.10052	0.0	752.21724	12.371787	32.456459	12.2
3500	12.2	312.88332	0.0	715.23005	312.88332	0.0	312.88332	0.0	715.23005	12.403411	32.407728	12.2
3510	12.2	310.56939	0.0	738.51175	310.56939	0.0	310.56939	0.0	738.51175	12.38533	32.359608	12.2
3520	12.2	293.62943	0.0	781.29971	293.62943	0.0	293.62943	0.0	781.29971	12.350298	32.312795	12.2
3530	12.2	283.24261	0.0	822.16838	283.24261	0.0	283.24261	0.0	822.16838	12.315596	32.268372	12.2
3540	12.2	279.3884	0.0	823.54409	279.3884	0.0	279.3884	0.0	823.54409	12.313128	32.224969	12.2
3550	12.2	218.99912	0.0	784.16203	218.99912	0.0	218.99912	0.0	784.16203	12.345163	32.185903	12.2
3560	12.2	302.38782	0.0	739.77301	302.38782	0.0	302.38782	0.0	739.77301	12.382613	32.150545	12.2
3570	12.2	281.3818	0.0	731.68176	281.3818	0.0	281.3818	0.0	731.68176	12.390668	32.105607	12.2
3580	12.2	365.0787	0.0	766.8705	365.0787	0.0	365.0787	0.0	766.8705	12.362271	32.05672	12.2
3590	12.2	292.34911	0.0	812.98683	292.34911	0.0	292.34911	0.0	812.98683	12.323544	31.996819	12.2
3600	12.2	262.15778	0.0	827.63162	262.15778	0.0	262.15778	0.0	827.63162	12.310094	31.956563	12.2
3610	12.2	285.92814	0.0	784.19615	285.92814	0.0	285.92814	0.0	784.19615	12.344075	31.9195	12.2
3620	12.2	212.39823	0.0	736.81805	212.39823	0.0	212.39823	0.0	736.81805	12.384833	31.881126	12.2
3630	12.2	309.87752	0.0	715.91282	309.87752	0.0	309.87752	0.0	715.91282	12.403424	31.843387	12.2
3640	12.2	225.57053	0.0	740.70002	225.57053	0.0	225.57053	0.0	740.70002	12.383922	31.801624	12.2
3650	12.2	177.87465	0.0	788.39043	177.87465	0.0	177.87465	0.0	788.39043	12.196893	31.771057	12.2
3660	12.2	160.19691	0.0	824.25556	160.19691	0.0	160.19691	0.0	824.25556	12.196838	31.745172	12.2
3670	12.2	209.68731	0.0	805.46878	209.68731	0.0	209.68731	0.0	805.46878	12.196783	31.717253	12.2
3680	12.2	242.35471	0.0	758.42	242.35471	0.0	242.35471	0.0	758.42	12.366664	31.681939	12.2
3690	12.2	254.48763	0.0	726.36605	254.48763	0.0	254.48763	0.0	726.36605	12.394326	31.643415	12.2
3700	12.2	267.18016	0.0	738.77719	267.18016	0.0	267.18016	0.0	738.77719	12.385273	31.595468	12.2
3710	12.2	322.20771	0.0	778.68177	322.20771	0.0	322.20771	0.0	778.68177	12.352462	31.549893	12.2
3720	12.2	347.07767	0.0	815.40058	347.07767	0.0	347.07767	0.0	815.40058	12.321052	31.49789	12.2
3730	12.2	215.90588	0.0	809.6139	215.90588	0.0	215.90588	0.0	809.6139	12.324555	31.452882	12.2
3740	12.2	227.33643	0.0	766.64171	227.33643	0.0	227.33643	0.0	766.64171	12.359751	31.41363	12.2
3750	12.2	173.06722	0.0	725.99244	173.06722	0.0	173.06722	0.0	725.99244	12.196725	31.383394	12.2
3760	12.2	75.543408	0.0	720.34715	75.543408	0.0	75.543408	0.0	720.34715	12.196677	31.363995	12.2
3770	12.2	75.000003	0.0	759.96574	75.000003	0.0	75.000003	0.0	759.96574	12.196627	31.352403	12.2
3780	12.2	75.0	0.0	803.7316	75.0	0.0	75.0	0.0	803.7316	12.196574	31.340819	12.2
3790	12.2	75.0	0.0	811.40638	75.0	0.0	75.0	0.0	811.40638	12.19652	31.329234	12.2
3800	12.2	75.0	0.0	775.93392	75.0	0.0	75.0	0.0	775.93392	12.196466	31.31765	12.2
3810	12.2	75.0	0.0	791.5935	75.0	0.0	75.0	0.0	791.5935	12.196411	31.306066	12.2
3820	12.2	75.0	0.0	777.35394	75.0	0.0	75.0	0.0	777.35394	12.196359	31.294481	12.2
3830	12.2	75.0	0.0	807.97007	75.0	0.0	75.0	0.0	807.97007	12.196306	31.282897	12.2
3840	12.2	75.0	0.0	855.29635	75.0	0.0	75.0	0.0	855.29635	12.19625	31.271312	12.2
3850	12.2	75.0	0.0	875.82122	75.0	0.0	75.0	0.0	875.82122	12.196191	31.259728	12.2
3860	12.2	75.0	0.0	774.89097	75.0	0.0	75.0	0.0	774.89097	12.196137	31.248144	12.2
3870	12.2	75.0	0.0	727.18868	75.0	0.0	75.0	0.0	727.18868	12.196086	31.236559	12.2
3880	12.2	75.0	0.0	700.7921	75.0	0.0	75.0	0.0	700.7921	12.196038	31.224975	12.2
3890	12.2	75.0	0.0	719.96667	75.0	0.0	75.0	0.0	719.96667	12.19599	31.21339	12.2
3900	12.2	75.0	0.0	767.08339	75.0	0.0	75.0	0.0	767.08339	12.19594	31.201806	12.2
3910	12.2	286.39689	0.0	893.23704	286.39689	0.0	286.39689	0.0	893.23704	12.255939	31.17942	12.2
3920	12.2	259.98922	0.0	880.42297	259.98922	0.0	259.98922	0.0	880.42297	12.265384	31.128975	12.2
3930	12.2	292.2748	0.0	834.83142	292.2748	0.0	292.2748	0.0	834.83142	12.302945	31.08602	12.2
3940	12.2	255.49639	0.0	798.38334	255.49639	0.0	255.49639	0.0	798.38334	12.334139	31.043058	12.2
3950	12.2	229.20907	0.0	804.58893	229.20907	0.0	229.20907	0.0	804.58893	12.330286	31.005948	12.2
3960	12.2	219.43683	0.0	752.18352	219.43683	0.0	219.43683	0.0	752.18352	12.374559	30.971423	12.2
3970	12.2	202.00305	0.0	792.60585	202.00305	0.0	202.00305	0.0	792.60585	12.195873	30.938782	12.2
3980	12.2	192.01575	0.0	793.13724	192.01575	0.0	192.01575	0.0	793.13724	12.195819	30.908476	12.2
3990	12.2	262.71687	0.0	753.28478	262.71687	0.0	262.71687	0.0	753.28478	12.31864	30.878728	12.2
4000	12.2	303.34176	0.0	709.68865	303.34176	0.0	303.34176	0.0	709.68865	12.407718	30.830781	12.2
4010	12.2	289.90059	0.0	721.83072	289.90059	0.0	289.90059	0.0	721.83072	12.398901	30.785131	12.2
4020	12.2	284.91438	0.0	757.58501	284.91438	0.0	284.91438	0.0	757.58501	12.370015	30.740802	12.2
4030	12.2	141.63591	0.0	803.47802	141.63591	0.0	141.63591	0.0	803.47802	12.195747	30.706458	12.2
4040	12.2	75.002673	0.0	817.31683	75.002673	0.0	75.002673	0.0	817.31683	12.195692	30.692711	12.2
4050	12.2	75.0	0.0	786.37809	75.0	0.0	75.0	0.0	786.37809	12.195637	30.681127	12.2
4060	12.2	250.01612	0.0	752.97167	250.01612	0.0	250.01612	0.0	752.97167	12.366698	30.661747	12.2
4070	12.2	397.86063	0.0	732.8294	397.86063	0.0	397.86063	0.0	732.8294	12.389351	30.609881	12.2
4080	12.2	261.68149	0.0	758.33424	261.68149	0.0	261.68149	0.0	758.33424	12.369239	30.565605	12.2
4090	12.2	196.39832	0.0	806.03779	196.39832	0.0	196.39832	0.0	806.03779	12.19613	30.529305	12.2
4100	12.2	263.84735	0.0	832.08163	263.84735	0.0	263.84735	0.0	832.08163	12.306751	30.486323	12.2
4110	12.2	235.64527	0.0	774.45629	235.64527	0.0	235.64527	0.0	774.45629	12.353546	30.448104	12.2
4120	12.2	150.60711	0.0	727.2736	150.60711	0.0	150.60711	0.0	727.2736	12.195547	30.417654	12.2
4130	12.2	75.916448	0.0	695.8501	75.916448	0.0	75.916448	0.0	695.8501	12.195499	30.399892	12.2
4140	12.2	75.000006	0.0	709.07468	75.000006	0.0	75.000006	0.0	709.07468	12.195452	30.388295	12.2
4150	12.2	75.0	0.0	754.78872	75.0	0.0	75.0	0.0	754.78872	12.195403	30.376711	12.2
4160	12.2	75.0	0.0	792.19563	75.0	0.0	75.0	0.0	792.19563	12.195351	30.365127	12.2
4170	12.2	75.0	0.0	785.57168	75.0	0.0	75.0	0.0	785.57168	12.195297	30.353542	12.2
4180	12.2	75.0	0.0	742.23952	75.0	0.0	75.0	0.0	742.23952	12.195245	30.341958	12.2
4190	12.2	187.50221	0.0	702.0386	187.50221	0.0	187.50221	0.0	702.0386	12.195197	30.31983	12.2
4200	12.2	213.74536	0.0	701.92945	213.74536	0.0	213.74536	0.0	701.92945	12.19515	30.28851	12.2
4210	12.2	383.80913	0.0	784.77378	383.80913	0.0	383.80913	0.0	784.77378	12.347396	30.243854	12.2
4220	12.2	281.96952	0.0	828.19872	281.96952	0.0	281.96952	0.0	828.19872	12.3107	30.198673	12.2
4230	12.2	304.26845	0.0	835.03883	304.26845	0.0	304.26845	0.0	835.03883	12.303696	30.153116	12.2
4240	12.2	232.56271	0.0	799.00729	232.56271	0.0	232.56271	0.0	799.00729	12.332822	30.110748	12.2
4250	12.2	304.91544	0.0	753.23133	304.91544	0.0	304.91544	0.0	753.23133	12.369662	30.076806	12.2
4260	12.2	290.78676	0.0	757.22708	290.78676	0.0	290.78676	0.0	757.22708	12.369227	30.030147	12.2
4270	12.2	318.28793	0.0	788.4868	318.28793	0.0	318.28793	0.0	788.4868	12.344205	29.983639	12.2
4280	12.2	338.37773	0.0	835.69952	338.37773	0.0	338.37773	0.0	835.69952	12.304716	29.932678	12.2
4290	12.2	345.84783	0.0	855.45887	345.84783	0.0	345.84783	0.0	855.45887	12.287063	29.879741	12.2
4300	12.2	265.85197	0.0	829.5982	265.85197	0.0	265.85197	0.0	829.5982	12.307477	29.831632	12.2
4310	12.2	215.05391	0.0	726.55385	215.05391	0.0	215.05391	0.0	726.55385	12.393305	29.795119	12.2
4320	12.2	196.19604	0.0	700.86229	196.19604	0.0	196.19604	0.0	700.86229	12.19508	29.763597	12.2
4330	12.2	286.82317	0.0	720.8071	286.82317	0.0	286.82317	0.0	720.8071	12.400408	29.727364	12.2
4340	12.2	345.3599	0.0	768.04861	345.3599	0.0	345.3599	0.0	768.04861	12.361267	29.677819	12.2
4350	12.2	367.09518	0.0	799.15318	367.09518	0.0	367.09518	0.0	799.15318	12.334372	29.622522	12.2
4360	12.2	184.62955	0.0	773.77242	184.62955	0.0	184.62955	0.0	773.77242	12.198207	29.577893	12.2
4370	12.2	75.067674	0.0	727.93894	75.067674	0.0	75.067674	0.0	727.93894	12.195003	29.560524	12.2
4380	12.2	75.0	0.0	692.0414	75.0	0.0	75.0	0.0	692.0414	12.194955	29.548939	12.2
4390	12.2	193.66733	0.0	699.0833	193.66733	0.0	193.66733	0.0	699.0833	12.194909	29.533319	12.2
4400	12.2	304.53288	0.0	742.59036	304.53288	0.0	304.53288	0.0	742.59036	12.382555	29.493437	12.2
4410	12.2	345.41907	0.0	860.29583	345.41907	0.0	345.41907	0.0	860.29583	12.283783	29.442724	12.2
4420	12.2	325.23595	0.0	859.98625	325.23595	0.0	325.23595	0.0	859.98625	12.282715	29.390385	12.2
4430	12.2	308.71348	0.0	819.67589	308.71348	0.0	308.71348	0.0	819.67589	12.315562	29.341628	12.2
4440	12.2	302.5627	0.0	776.42943	302.5627	0.0	302.5627	0.0	776.42943	12.35212	29.294497	12.2
4450	12.2	243.24809	0.0	770.00747	243.24809	0.0	243.24809	0.0	770.00747	12.358777	29.251799	12.2
4460	12.2	206.69362	0.0	802.46184	206.69362	0.0	206.69362	0.0	802.46184	12.197042	29.217501	12.2
4470	12.2	193.12856	0.0	848.11699	193.12856	0.0	193.12856	0.0	848.11699	12.194838	29.186795	12.2
4480	12.2	218.90538	0.0	861.14548	218.90538	0.0	218.90538	0.0	861.14548	12.19478	29.155347	12.2
4490	12.2	236.33413	0.0	829.5688	236.33413	0.0	236.33413	0.0	829.5688	12.30741	29.119975	12.2
4500	12.2	242.80913	0.0	782.41841	242.80913	0.0	242.80913	0.0	782.41841	12.34686	29.082889	12.2
4510	12.2	356.91878	0.0	765.23817	356.91878	0.0	356.91878	0.0	765.23817	12.362368	29.037667	12.2
4520	12.2	249.85171	0.0	791.45275	249.85171	0.0	249.85171	0.0	791.45275	12.341653	28.983568	12.2
4530	12.2	262.45055	0.0	839.15449	262.45055	0.0	262.45055	0.0	839.15449	12.301931	28.943979	12.2
4540	12.2	195.72826	0.0	864.48673	195.72826	0.0	195.72826	0.0	864.48673	12.195015	28.907795	12.2
4550	12.2	263.83616	0.0	844.15913	263.83616	0.0	263.83616	0.0	844.15913	12.295446	28.864775	12.2
4560	12.2	236.07277	0.0	729.22454	236.07277	0.0	236.07277	0.0	729.22454	12.391008	28.826519	12.2
4570	12.2	294.65839	0.0	698.43826	294.65839	0.0	294.65839	0.0	698.43826	12.417647	28.786353	12.2
4580	12.2	333.97917	0.0	712.47214	333.97917	0.0	333.97917	0.0	712.47214	12.40723	28.73732	12.2
4590	12.2	348.58609	0.0	758.42041	348.58609	0.0	348.58609	0.0	758.42041	12.369338	28.684421	12.2
4600	12.2	178.27314	0.0	794.03846	178.27314	0.0	178.27314	0.0	794.03846	12.195526	28.641894	12.2
4610	12.2	75.059408	0.0	819.32577	75.059408	0.0	75.059408	0.0	819.32577	12.194698	28.624864	12.2
4620	12.2	75.0	0.0	775.64871	75.0	0.0	75.0	0.0	775.64871	12.194644	28.613278	12.2
4630	12.2	214.31922	0.0	735.90873	214.31922	0.0	214.31922	0.0	735.90873	12.194593	28.596076	12.2
4640	12.2	333.95736	0.0	736.64406	333.95736	0.0	333.95736	0.0	736.64406	12.38677	28.552242	12.2
4650	12.2	378.26475	0.0	777.17865	378.26475	0.0	378.26475	0.0	777.17865	12.353727	28.496677	12.2
4660	12.2	257.89416	0.0	781.31845	257.89416	0.0	257.89416	0.0	781.31845	12.349747	28.445515	12.2
4670	12.2	279.45243	0.0	787.31999	279.45243	0.0	279.45243	0.0	787.31999	12.343439	28.403767	12.2
4680	12.2	287.57516	0.0	750.74065	287.57516	0.0	287.57516	0.0	750.74065	12.373038	28.359873	12.2
4690	12.2	289.8981	0.0	705.20955	289.8981	0.0	289.8981	0.0	705.20955	12.408681	28.320771	12.2
4700	12.2	191.01805	0.0	692.58777	191.01805	0.0	191.01805	0.0	692.58777	12.194745	28.283813	12.2
4710	12.2	146.90533	0.0	738.64585	146.90533	0.0	146.90533	0.0	738.64585	12.194526	28.258273	12.2
4720	12.2	75.841203	0.0	785.73086	75.841203	0.0	75.841203	0.0	785.73086	12.194474	28.240279	12.2
4730	12.2	75.000005	0.0	804.71849	75.000005	0.0	75.000005	0.0	804.71849	12.194421	28.228684	12.2
4740	12.2	75.0	0.0	778.15225	75.0	0.0	75.0	0.0	778.15225	12.194367	28.217099	12.2
4750	12.2	75.0	0.0	730.45702	75.0	0.0	75.0	0.0	730.45702	12.194316	28.205515	12.2
4760	12.2	75.0	0.0	741.59433	75.0	0.0	75.0	0.0	741.59433	12.194266	28.193931	12.2
4770	12.2	75.0	0.0	762.30478	75.0	0.0	75.0	0.0	762.30478	12.194215	28.182346	12.2
4780	12.2	193.16581	0.0	809.65626	193.16581	0.0	193.16581	0.0	809.65626	12.194162	28.165743	12.2
4790	12.2	276.60531	0.0	840.11569	276.60531	0.0	276.60531	0.0	840.11569	12.300213	28.128414	12.2
4800	12.2	307.44358	0.0	825.6788	307.44358	0.0	307.44358	0.0	825.6788	12.310969	28.082918	12.2
4810	12.2	202.39575	0.0	754.61393	202.39575	0.0	202.39575	0.0	754.61393	12.218759	28.042228	12.2
4820	12.2	133.69131	0.0	719.27704	133.69131	0.0	133.69131	0.0	719.27704	12.194097	28.017119	12.2
4830	12.2	98.462216	0.0	727.15306	98.462216	0.0	98.462216	0.0	727.15306	12.194048	27.998786	12.2
